,time,DiaSemana,Ano,Mes,Dia,Hora,Temp,dia_año,semana,sintetic
117,2008-01-05 21:00:00,5,2008,1,5,21,23.63784091394075,5,1,0
118,2008-01-05 22:00:00,5,2008,1,5,22,21.20378069898942,5,1,0
119,2008-01-05 23:00:00,5,2008,1,5,23,20.635174061428245,5,1,0
120,2008-01-06 00:00:00,6,2008,1,6,0,20.436691496018682,6,1,0
121,2008-01-06 01:00:00,6,2008,1,6,1,20.43315977777297,6,1,0
122,2008-01-06 02:00:00,6,2008,1,6,2,20.3236765121556,6,1,0
123,2008-01-06 03:00:00,6,2008,1,6,3,18.34096988900751,6,1,0
124,2008-01-06 04:00:00,6,2008,1,6,4,17.80485505930693,6,1,0
125,2008-01-06 05:00:00,6,2008,1,6,5,17.534325441684643,6,1,0
126,2008-01-06 06:00:00,6,2008,1,6,6,17.3577395293986,6,1,0
127,2008-01-06 07:00:00,6,2008,1,6,7,17.049773698371666,6,1,0
128,2008-01-06 08:00:00,6,2008,1,6,8,16.679649626220055,6,1,0
129,2008-01-06 09:00:00,6,2008,1,6,9,16.813854919557457,6,1,0
130,2008-01-06 10:00:00,6,2008,1,6,10,19.329850997809558,6,1,0
131,2008-01-06 11:00:00,6,2008,1,6,11,20.861204029154464,6,1,0
132,2008-01-06 12:00:00,6,2008,1,6,12,22.756324039808646,6,1,0
133,2008-01-06 13:00:00,6,2008,1,6,13,24.146408341324673,6,1,0
134,2008-01-06 14:00:00,6,2008,1,6,14,25.08372636373923,6,1,0
135,2008-01-06 15:00:00,6,2008,1,6,15,28.66630135219924,6,1,0
136,2008-01-06 16:00:00,6,2008,1,6,16,28.916347003996293,6,1,0
137,2008-01-06 17:00:00,6,2008,1,6,17,29.31401847846456,6,1,0
138,2008-01-06 18:00:00,6,2008,1,6,18,29.32037557130684,6,1,0
139,2008-01-06 19:00:00,6,2008,1,6,19,29.593024219876554,6,1,0
140,2008-01-06 20:00:00,6,2008,1,6,20,29.471533112223767,6,1,0
141,2008-01-06 21:00:00,6,2008,1,6,21,27.75299901385563,6,1,0
142,2008-01-06 22:00:00,6,2008,1,6,22,26.0937977820156,6,1,0
143,2008-01-06 23:00:00,6,2008,1,6,23,24.946695695805204,6,1,0
144,2008-01-07 00:00:00,0,2008,1,7,0,24.809665027871233,7,1,0
145,2008-01-07 01:00:00,0,2008,1,7,1,24.553968626880987,7,1,0
146,2008-01-07 02:00:00,0,2008,1,7,2,23.9168466553528,7,1,0
147,2008-01-07 03:00:00,0,2008,1,7,3,22.252701017968775,7,1,0
148,2008-01-07 04:00:00,0,2008,1,7,4,21.629705919423486,7,1,0
149,2008-01-07 05:00:00,0,2008,1,7,5,21.103479900810953,7,1,0
150,2008-01-07 06:00:00,0,2008,1,7,6,20.920536895682574,7,1,0
151,2008-01-07 07:00:00,0,2008,1,7,7,20.695213271605496,7,1,0
152,2008-01-07 08:00:00,0,2008,1,7,8,20.22832011952113,7,1,0
153,2008-01-07 09:00:00,0,2008,1,7,9,20.3378033851385,7,1,0
154,2008-01-07 10:00:00,0,2008,1,7,10,22.143217752351404,7,1,0
155,2008-01-07 11:00:00,0,2008,1,7,11,23.464786719900417,7,1,0
156,2008-01-07 12:00:00,0,2008,1,7,12,24.742562381202504,7,1,0
157,2008-01-07 13:00:00,0,2008,1,7,13,26.406708018586528,7,1,0
158,2008-01-07 14:00:00,0,2008,1,7,14,27.637158655395922,7,1,0
159,2008-01-07 15:00:00,0,2008,1,7,15,31.10601231634371,7,1,0
160,2008-01-07 16:00:00,0,2008,1,7,16,31.77350706478512,7,1,0
161,2008-01-07 17:00:00,0,2008,1,7,17,32.49397758691231,7,1,0
162,2008-01-07 18:00:00,0,2008,1,7,18,32.221328938342594,7,1,0
163,2008-01-07 19:00:00,0,2008,1,7,19,31.851911209840125,7,1,0
164,2008-01-07 20:00:00,0,2008,1,7,20,32.04686205700398,7,1,0
165,2008-01-07 21:00:00,0,2008,1,7,21,31.33274862771907,7,1,0
166,2008-01-07 22:00:00,0,2008,1,7,22,29.381827468782433,7,1,0
167,2008-01-07 23:00:00,0,2008,1,7,23,28.46499341219311,7,1,0
168,2013-01-08 00:00:00,1,2013,1,8,0,24.46715316987843,8,2,0
169,2013-01-08 01:00:00,1,2013,1,8,1,24.159909631198502,8,2,0
170,2013-01-08 02:00:00,1,2013,1,8,2,23.337289834087642,8,2,0
171,2013-01-08 03:00:00,1,2013,1,8,3,22.743332854934522,8,2,0
172,2013-01-08 04:00:00,1,2013,1,8,4,22.38299423468544,8,2,0
173,2013-01-08 05:00:00,1,2013,1,8,5,21.417371684548527,8,2,0
174,2013-01-08 06:00:00,1,2013,1,8,6,20.933852475059098,8,2,0
175,2013-01-08 07:00:00,1,2013,1,8,7,20.826246443079015,8,2,0
176,2013-01-08 08:00:00,1,2013,1,8,8,20.979868212419035,8,2,0
177,2013-01-08 09:00:00,1,2013,1,8,9,21.04641404798565,8,2,0
178,2013-01-08 10:00:00,1,2013,1,8,10,23.2289758676867,8,2,0
179,2013-01-08 11:00:00,1,2013,1,8,11,23.395340456603208,8,2,0
180,2013-01-08 12:00:00,1,2013,1,8,12,23.52064484910636,8,2,0
181,2013-01-08 13:00:00,1,2013,1,8,13,23.500114750899627,8,2,0
182,2013-01-08 14:00:00,1,2013,1,8,14,25.490118408109993,8,2,0
183,2013-01-08 15:00:00,1,2013,1,8,15,25.983548699492303,8,2,0
184,2013-01-08 16:00:00,1,2013,1,8,16,26.406185548782446,8,2,0
185,2013-01-08 17:00:00,1,2013,1,8,17,26.964037872468623,8,2,0
186,2013-01-08 18:00:00,1,2013,1,8,18,26.886873020588155,8,2,0
187,2013-01-08 19:00:00,1,2013,1,8,19,26.663165743576997,8,2,0
188,2013-01-08 20:00:00,1,2013,1,8,20,26.053634207163554,8,2,0
189,2013-01-08 21:00:00,1,2013,1,8,21,25.655067128184726,8,2,0
190,2013-01-08 22:00:00,1,2013,1,8,22,23.039249442879736,8,2,0
191,2013-01-08 23:00:00,1,2013,1,8,23,22.397152923103874,8,2,0
192,2013-01-09 00:00:00,2,2013,1,9,0,21.876821123726586,9,2,0
193,2013-01-09 01:00:00,2,2013,1,9,1,22.15857902325331,9,2,0
194,2013-01-09 02:00:00,2,2013,1,9,2,21.602850502829938,9,2,0
195,2013-01-09 03:00:00,2,2013,1,9,3,21.353657586665577,9,2,0
196,2013-01-09 04:00:00,2,2013,1,9,4,20.708021394785135,9,2,0
197,2013-01-09 05:00:00,2,2013,1,9,5,19.65107530434932,9,2,0
198,2013-01-09 06:00:00,2,2013,1,9,6,19.156229144125177,9,2,0
199,2013-01-09 07:00:00,2,2013,1,9,7,19.77213209032692,9,2,0
200,2013-01-09 08:00:00,2,2013,1,9,8,19.961858515133883,9,2,0
201,2013-01-09 09:00:00,2,2013,1,9,9,20.062385202904693,9,2,0
202,2013-01-09 10:00:00,2,2013,1,9,10,23.431445112070207,9,2,0
203,2013-01-09 11:00:00,2,2013,1,9,11,24.152122352568313,9,2,0
204,2013-01-09 12:00:00,2,2013,1,9,12,24.599536906590743,9,2,0
205,2013-01-09 13:00:00,2,2013,1,9,13,25.171547918695353,9,2,0
206,2013-01-09 14:00:00,2,2013,1,9,14,26.90386344669031,9,2,0
207,2013-01-09 15:00:00,2,2013,1,9,15,27.034123380139874,9,2,0
208,2013-01-09 16:00:00,2,2013,1,9,16,27.190576887163502,9,2,0
209,2013-01-09 17:00:00,2,2013,1,9,17,27.83196547251839,9,2,0
210,2013-01-09 18:00:00,2,2013,1,9,18,27.803648095681524,9,2,0
211,2013-01-09 19:00:00,2,2013,1,9,19,27.36614462355203,9,2,0
212,2013-01-09 20:00:00,2,2013,1,9,20,26.27097007438647,9,2,0
213,2013-01-09 21:00:00,2,2013,1,9,21,25.890101355930653,9,2,0
214,2013-01-09 22:00:00,2,2013,1,9,22,22.232204203029198,9,2,0
215,2013-01-09 23:00:00,2,2013,1,9,23,21.857706894361684,9,2,0
216,2013-01-10 00:00:00,3,2013,1,10,0,21.539136404946987,10,2,0
217,2013-01-10 01:00:00,3,2013,1,10,1,21.31684499677766,10,2,0
218,2013-01-10 02:00:00,3,2013,1,10,2,20.842528934760253,10,2,0
219,2013-01-10 03:00:00,3,2013,1,10,3,20.174946775831245,10,2,0
220,2013-01-10 04:00:00,3,2013,1,10,4,19.6312531405635,10,2,0
221,2013-01-10 05:00:00,3,2013,1,10,5,18.932521867113962,10,2,0
222,2013-01-10 06:00:00,3,2013,1,10,6,17.895397940463965,10,2,0
223,2013-01-10 07:00:00,3,2013,1,10,7,17.582490926416654,10,2,0
224,2013-01-10 08:00:00,3,2013,1,10,8,17.48338010748762,10,2,0
225,2013-01-10 09:00:00,3,2013,1,10,9,17.12374942165951,10,2,0
226,2013-01-10 10:00:00,3,2013,1,10,10,20.44962533114881,10,2,0
227,2013-01-10 11:00:00,3,2013,1,10,11,21.24959122679013,10,2,0
228,2013-01-10 12:00:00,3,2013,1,10,12,22.63360301969169,10,2,0
229,2013-01-10 13:00:00,3,2013,1,10,13,23.674266618446325,10,2,0
230,2013-01-10 14:00:00,3,2013,1,10,14,27.031291642456154,10,2,0
231,2013-01-10 15:00:00,3,2013,1,10,15,27.806479833365245,10,2,0
232,2013-01-10 16:00:00,3,2013,1,10,16,28.049301339741305,10,2,0
233,2013-01-10 17:00:00,3,2013,1,10,17,29.04890474208247,10,2,0
234,2013-01-10 18:00:00,3,2013,1,10,18,29.267656478147273,10,2,0
235,2013-01-10 19:00:00,3,2013,1,10,19,29.28464690424937,10,2,0
236,2013-01-10 20:00:00,3,2013,1,10,20,28.808207038969158,10,2,0
237,2013-01-10 21:00:00,3,2013,1,10,21,28.45494776292935,10,2,0
238,2013-01-10 22:00:00,3,2013,1,10,22,24.817580708234573,10,2,0
239,2013-01-10 23:00:00,3,2013,1,10,23,24.17831592614243,10,2,0
240,2013-01-11 00:00:00,4,2013,1,11,0,24.040268714062734,11,2,0
241,2013-01-11 01:00:00,4,2013,1,11,1,23.93124681324082,11,2,0
242,2013-01-11 02:00:00,4,2013,1,11,2,23.175880786117546,11,2,0
243,2013-01-11 03:00:00,4,2013,1,11,3,22.244947022605743,11,2,0
244,2013-01-11 04:00:00,4,2013,1,11,4,21.246051554685494,11,2,0
245,2013-01-11 05:00:00,4,2013,1,11,5,19.85779215525838,11,2,0
246,2013-01-11 06:00:00,4,2013,1,11,6,18.274850790077892,11,2,0
247,2013-01-11 07:00:00,4,2013,1,11,7,17.918051841933448,11,2,0
248,2013-01-11 08:00:00,4,2013,1,11,8,17.450815124125256,11,2,0
249,2013-01-11 09:00:00,4,2013,1,11,9,17.200206339119006,11,2,0
250,2013-01-11 10:00:00,4,2013,1,11,10,20.976328540314398,11,2,0
251,2013-01-11 11:00:00,4,2013,1,11,11,21.885316336777635,11,2,0
252,2013-01-11 12:00:00,4,2013,1,11,12,23.133404720862245,11,2,0
253,2013-01-11 13:00:00,4,2013,1,11,13,24.41618189157208,11,2,0
254,2013-01-11 14:00:00,4,2013,1,11,14,26.74457820198296,11,2,0
255,2013-01-11 15:00:00,4,2013,1,11,15,28.17602160108629,11,2,0
256,2013-01-11 16:00:00,4,2013,1,11,16,28.67157569573135,11,2,0
257,2013-01-11 17:00:00,4,2013,1,11,17,29.943025915706357,11,2,0
258,2013-01-11 18:00:00,4,2013,1,11,18,30.287789978695173,11,2,0
259,2013-01-11 19:00:00,4,2013,1,11,19,30.212040995656537,11,2,0
260,2013-01-11 20:00:00,4,2013,1,11,20,29.6343665081846,11,2,0
261,2013-01-11 21:00:00,4,2013,1,11,21,29.56994447588073,11,2,0
262,2013-01-11 22:00:00,4,2013,1,11,22,26.65608639936778,11,2,0
263,2013-01-11 23:00:00,4,2013,1,11,23,25.94815197844622,11,2,0
264,2013-01-12 00:00:00,5,2013,1,12,0,25.599140308931908,12,2,0
265,2013-01-12 01:00:00,5,2013,1,12,1,25.202697033215884,12,2,0
266,2013-01-12 02:00:00,5,2013,1,12,2,24.433880252095094,12,2,0
267,2013-01-12 03:00:00,5,2013,1,12,3,22.841027805021668,12,2,0
268,2013-01-12 04:00:00,5,2013,1,12,4,22.52104144676514,12,2,0
269,2013-01-12 05:00:00,5,2013,1,12,5,21.329587816354262,12,2,0
270,2013-01-12 06:00:00,5,2013,1,12,6,19.533558190476356,12,2,0
271,2013-01-12 07:00:00,5,2013,1,12,7,19.365069798297043,12,2,0
272,2013-01-12 08:00:00,5,2013,1,12,8,18.62244659075037,12,2,0
273,2013-01-12 09:00:00,5,2013,1,12,9,18.69819557378895,12,2,0
274,2013-01-12 10:00:00,5,2013,1,12,10,21.542676077051624,12,2,0
275,2013-01-12 11:00:00,5,2013,1,12,11,22.492724069928272,12,2,0
276,2013-01-12 12:00:00,5,2013,1,12,12,23.60134937309141,12,2,0
277,2013-01-12 13:00:00,5,2013,1,12,13,24.918815330426355,12,2,0
278,2013-01-12 14:00:00,5,2013,1,12,14,27.564366261410044,12,2,0
279,2013-01-12 15:00:00,5,2013,1,12,15,28.32114815737515,12,2,0
280,2013-01-12 16:00:00,5,2013,1,12,16,28.197967568134857,12,2,0
281,2013-01-12 17:00:00,5,2013,1,12,17,28.777057924448627,12,2,0
282,2013-01-12 18:00:00,5,2013,1,12,18,29.146599692169673,12,2,0
283,2013-01-12 19:00:00,5,2013,1,12,19,29.11757438091189,12,2,0
284,2013-01-12 20:00:00,5,2013,1,12,20,28.222745272867087,12,2,0
285,2013-01-12 21:00:00,5,2013,1,12,21,27.70382934233163,12,2,0
286,2013-01-12 22:00:00,5,2013,1,12,22,24.56555605438649,12,2,0
287,2013-01-12 23:00:00,5,2013,1,12,23,24.217252319293095,12,2,0
288,2013-01-13 00:00:00,6,2013,1,13,0,24.40485494083731,13,2,0
289,2013-01-13 01:00:00,6,2013,1,13,1,24.502549890924513,13,2,0
290,2013-01-13 02:00:00,6,2013,1,13,2,23.895850092194735,13,2,0
291,2013-01-13 03:00:00,6,2013,1,13,3,23.393924587761376,13,2,0
292,2013-01-13 04:00:00,6,2013,1,13,4,23.095176262132497,13,2,0
293,2013-01-13 05:00:00,6,2013,1,13,5,21.97805574591837,13,2,0
294,2013-01-13 06:00:00,6,2013,1,13,6,20.41989208547011,13,2,0
295,2013-01-13 07:00:00,6,2013,1,13,7,19.932125269455184,13,2,0
296,2013-01-13 08:00:00,6,2013,1,13,8,19.265251044947092,13,2,0
297,2013-01-13 09:00:00,6,2013,1,13,9,18.74067163904425,13,2,0
298,2013-01-13 10:00:00,6,2013,1,13,10,22.392197382157462,13,2,0
299,2013-01-13 11:00:00,6,2013,1,13,11,23.013055869305617,13,2,0
300,2013-01-13 12:00:00,6,2013,1,13,12,24.079205107213397,13,2,0
301,2013-01-13 13:00:00,6,2013,1,13,13,24.85793297022707,13,2,0
302,2013-01-13 14:00:00,6,2013,1,13,14,27.416407967437465,13,2,0
303,2013-01-13 15:00:00,6,2013,1,13,15,28.086821864050137,13,2,0
304,2013-01-13 16:00:00,6,2013,1,13,16,28.08611392962922,13,2,0
305,2013-01-13 17:00:00,6,2013,1,13,17,28.646090056578146,13,2,0
306,2013-01-13 18:00:00,6,2013,1,13,18,28.718299367512145,13,2,0
307,2013-01-13 19:00:00,6,2013,1,13,19,28.580960089853363,13,2,0
308,2013-01-13 20:00:00,6,2013,1,13,20,28.146996289828508,13,2,0
309,2013-01-13 21:00:00,6,2013,1,13,21,27.55516311393808,13,2,0
310,2013-01-13 22:00:00,6,2013,1,13,22,24.334769433166116,13,2,0
311,2013-01-13 23:00:00,6,2013,1,13,23,23.846294682730218,13,2,0
312,2013-01-14 00:00:00,0,2013,1,14,0,23.741520388433855,14,2,0
313,2013-01-14 01:00:00,0,2013,1,14,1,23.91638019040147,14,2,0
314,2013-01-14 02:00:00,0,2013,1,14,2,23.393924587761376,14,2,0
315,2013-01-14 03:00:00,0,2013,1,14,3,22.467946365196042,14,2,0
316,2013-01-14 04:00:00,0,2013,1,14,4,22.065839614112633,14,2,0
317,2013-01-14 05:00:00,0,2013,1,14,5,20.639351755955772,14,2,0
318,2013-01-14 06:00:00,0,2013,1,14,6,19.47055202701432,14,2,0
319,2013-01-14 07:00:00,0,2013,1,14,7,19.12154035750001,14,2,0
320,2013-01-14 08:00:00,0,2013,1,14,8,18.533954788135134,14,2,0
321,2013-01-14 09:00:00,0,2013,1,14,9,18.369714002481373,14,2,0
322,2013-01-14 10:00:00,0,2013,1,14,10,21.069067949455132,14,2,0
323,2013-01-14 11:00:00,0,2013,1,14,11,21.598602896304442,14,2,0
324,2013-01-14 12:00:00,0,2013,1,14,12,22.879964198172388,14,2,0
325,2013-01-14 13:00:00,0,2013,1,14,13,23.67851422497182,14,2,0
326,2013-01-14 14:00:00,0,2013,1,14,14,24.982529428309306,14,2,0
327,2013-01-14 15:00:00,0,2013,1,14,15,27.549499638570694,14,2,0
328,2013-01-14 16:00:00,0,2013,1,14,16,27.839752751148524,14,2,0
329,2013-01-14 17:00:00,0,2013,1,14,17,28.011780815432473,14,2,0
330,2013-01-14 18:00:00,0,2013,1,14,18,28.04222199553209,14,2,0
331,2013-01-14 19:00:00,0,2013,1,14,19,28.144164552144787,14,2,0
332,2013-01-14 20:00:00,0,2013,1,14,20,27.650734260762476,14,2,0
333,2013-01-14 21:00:00,0,2013,1,14,21,27.10208508454832,14,2,0
334,2013-01-14 22:00:00,0,2013,1,14,22,23.76346635548242,14,2,0
335,2013-01-14 23:00:00,0,2013,1,14,23,23.27003606410011,14,2,0
336,2004-01-15 00:00:00,3,2004,1,15,0,26.120638840683057,15,3,0
337,2004-01-15 01:00:00,3,2004,1,15,1,25.698245338494758,15,3,0
338,2004-01-15 02:00:00,3,2004,1,15,2,25.27302646170989,15,3,0
339,2004-01-15 03:00:00,3,2004,1,15,3,21.438993134154487,15,3,0
340,2004-01-15 04:00:00,3,2004,1,15,4,20.498143393494274,15,3,0
341,2004-01-15 05:00:00,3,2004,1,15,5,19.899870322669017,15,3,0
342,2004-01-15 06:00:00,3,2004,1,15,6,19.83771208154434,15,3,0
343,2004-01-15 07:00:00,3,2004,1,15,7,19.858196047369518,15,3,0
344,2004-01-15 08:00:00,3,2004,1,15,8,19.99593305895263,15,3,0
345,2004-01-15 09:00:00,3,2004,1,15,9,19.175868082296063,15,3,0
346,2004-01-15 10:00:00,3,2004,1,15,10,20.68603080416665,15,3,0
