time,DiaSemana,Ano,Mes,Dia,Hora,Temp,semana,sintetic
2017-01-02 09:00:00,0,2017,1,2,9,19.696383107288284,1,1
2017-01-02 10:00:00,0,2017,1,2,10,22.28813102228196,1,1
2017-01-02 11:00:00,0,2017,1,2,11,22.59962216748744,1,1
2017-01-02 12:00:00,0,2017,1,2,12,22.8976625586954,1,1
2017-01-02 13:00:00,0,2017,1,2,13,23.123493638969364,1,1
2017-01-02 14:00:00,0,2017,1,2,14,24.659711332369056,1,1
2017-01-02 15:00:00,0,2017,1,2,15,24.84094254412497,1,1
2017-01-02 16:00:00,0,2017,1,2,16,25.073145034187235,1,1
2017-01-02 17:00:00,0,2017,1,2,17,26.18884968155953,1,1
2017-01-02 18:00:00,0,2017,1,2,18,26.452201286142383,1,1
2017-01-02 19:00:00,0,2017,1,2,19,26.573258072119927,1,1
2017-01-02 20:00:00,0,2017,1,2,20,26.343887319741384,1,1
2017-01-02 21:00:00,0,2017,1,2,21,26.028856502431267,1,1
2017-01-02 22:00:00,0,2017,1,2,22,24.179023860563348,1,1
2017-01-02 23:00:00,0,2017,1,2,23,23.86540891209512,1,1
2017-01-03 00:00:00,1,2017,1,3,0,23.787536125793736,1,1
2017-01-03 01:00:00,1,2017,1,3,1,23.021551082356662,1,1
2017-01-03 02:00:00,1,2017,1,3,2,22.106899810526045,1,1
2017-01-03 03:00:00,1,2017,1,3,3,21.432946241808793,1,1
2017-01-03 04:00:00,1,2017,1,3,4,20.91898585221975,1,1
2017-01-03 05:00:00,1,2017,1,3,5,20.55439962544517,1,1
2017-01-03 06:00:00,1,2017,1,3,6,20.45741260977894,1,1
2017-01-03 07:00:00,1,2017,1,3,7,20.521126707661836,1,1
2017-01-03 08:00:00,1,2017,1,3,8,21.076855228085265,1,1
2017-01-03 09:00:00,1,2017,1,3,9,21.56462204410019,1,1
2017-01-03 10:00:00,1,2017,1,3,10,22.608117380538488,1,1
2017-01-03 11:00:00,1,2017,1,3,11,22.916776788060304,1,1
2017-01-03 12:00:00,1,2017,1,3,12,23.555333635731472,1,1
2017-01-03 13:00:00,1,2017,1,3,13,23.65302858581867,1,1
2017-01-03 14:00:00,1,2017,1,3,14,23.61621599593076,1,1
2017-01-03 15:00:00,1,2017,1,3,15,23.55037809478506,1,1
2017-01-03 16:00:00,1,2017,1,3,16,22.838196067338004,1,1
2017-01-03 17:00:00,1,2017,1,3,17,21.51081902811012,1,1
2017-01-03 18:00:00,1,2017,1,3,18,20.836157524971952,1,1
2017-01-03 19:00:00,1,2017,1,3,19,20.421307954311946,1,1
2017-01-03 20:00:00,1,2017,1,3,20,21.18092158796071,1,1
2017-01-03 21:00:00,1,2017,1,3,21,21.975931942655563,1,1
2017-01-03 22:00:00,1,2017,1,3,22,22.24848669471038,1,1
2017-01-03 23:00:00,1,2017,1,3,23,22.31786426796066,1,1
2017-01-04 00:00:00,2,2017,1,4,0,21.9008908940379,1,1
2017-01-04 01:00:00,2,2017,1,4,1,22.033274630750213,1,1
2017-01-04 02:00:00,2,2017,1,4,2,21.006769720414013,1,1
2017-01-04 03:00:00,2,2017,1,4,3,20.94447149137295,1,1
2017-01-04 04:00:00,2,2017,1,4,4,20.960046048633217,1,1
2017-01-04 05:00:00,2,2017,1,4,5,20.7660720173007,1,1
2017-01-04 06:00:00,2,2017,1,4,6,20.845360672443917,1,1
2017-01-04 07:00:00,2,2017,1,4,7,20.9593381142123,1,1
2017-01-04 08:00:00,2,2017,1,4,8,21.45276840559461,1,1
2017-01-04 09:00:00,2,2017,1,4,9,21.561082371995553,1,1
2017-01-04 10:00:00,2,2017,1,4,10,21.872573517201033,1,1
2017-01-04 11:00:00,2,2017,1,4,11,21.9072623038262,1,1
2017-01-04 12:00:00,2,2017,1,4,12,22.06654754853355,1,1
2017-01-04 13:00:00,2,2017,1,4,13,21.753640534486237,1,1
2017-01-04 14:00:00,2,2017,1,4,14,22.858018231123825,1,1
2017-01-04 15:00:00,2,2017,1,4,15,23.275699539467496,1,1
2017-01-04 16:00:00,2,2017,1,4,16,24.020446550276915,1,1
2017-01-04 17:00:00,2,2017,1,4,17,25.29402057351473,1,1
2017-01-04 18:00:00,2,2017,1,4,18,25.551708702730195,1,1
2017-01-04 19:00:00,2,2017,1,4,19,25.47029624432423,1,1
2017-01-04 20:00:00,2,2017,1,4,20,25.281277753938184,1,1
2017-01-04 21:00:00,2,2017,1,4,21,25.357026736976763,1,1
2017-01-04 22:00:00,2,2017,1,4,22,24.57688300512126,1,1
2017-01-04 23:00:00,2,2017,1,4,23,24.186103204772564,1,1
2017-01-05 00:00:00,3,2017,1,5,0,24.581130611646756,1,1
2017-01-05 01:00:00,3,2017,1,5,1,24.053011533639335,1,1
2017-01-05 02:00:00,3,2017,1,5,2,21.873989386042865,1,1
2017-01-05 03:00:00,3,2017,1,5,3,21.329587816354262,1,1
2017-01-05 04:00:00,3,2017,1,5,4,21.40675266823467,1,1
2017-01-05 05:00:00,3,2017,1,5,5,20.53740919934307,1,1
2017-01-05 06:00:00,3,2017,1,5,6,19.864871499467597,1,1
2017-01-05 07:00:00,3,2017,1,5,7,19.67302127139789,1,1
2017-01-05 08:00:00,3,2017,1,5,8,18.92473458848383,1,1
2017-01-05 09:00:00,3,2017,1,5,9,18.987740751945864,1,1
2017-01-05 10:00:00,3,2017,1,5,10,22.34972131690216,1,1
2017-01-05 11:00:00,3,2017,1,5,11,23.75709494569412,1,1
2017-01-05 12:00:00,3,2017,1,5,12,24.948548576105058,1,1
2017-01-05 13:00:00,3,2017,1,5,13,25.713825685121208,1,1
2017-01-05 14:00:00,3,2017,1,5,14,26.25397964828431,1,1
2017-01-05 15:00:00,3,2017,1,5,15,24.56201638228191,1,1
2017-01-05 16:00:00,3,2017,1,5,16,23.77833297832177,1,1
2017-01-05 17:00:00,3,2017,1,5,17,23.140484065071465,1,1
2017-01-05 18:00:00,3,2017,1,5,18,23.25941704778631,1,1
2017-01-05 19:00:00,3,2017,1,5,19,23.16526176980375,1,1
2017-01-05 20:00:00,3,2017,1,5,20,22.35821652995321,1,1
2017-01-05 21:00:00,3,2017,1,5,21,21.578072798097708,1,1
2017-01-05 22:00:00,3,2017,1,5,22,19.29073668410024,1,1
2017-01-05 23:00:00,3,2017,1,5,23,19.17675924233191,1,1
2017-01-06 00:00:00,4,2017,1,6,0,19.053578653091563,1,1
2017-01-06 01:00:00,4,2017,1,6,1,18.905620359118927,1,1
2017-01-06 02:00:00,4,2017,1,6,2,17.91734390751253,1,1
2017-01-06 03:00:00,4,2017,1,6,3,17.77717289217003,1,1
2017-01-06 04:00:00,4,2017,1,6,4,17.53222758253122,1,1
2017-01-06 05:00:00,4,2017,1,6,5,16.228920313614708,1,1
2017-01-06 06:00:00,4,2017,1,6,6,15.691598088135263,1,1
2017-01-06 07:00:00,4,2017,1,6,7,15.583284121734266,1,1
2017-01-06 08:00:00,4,2017,1,6,8,15.072863404249858,1,1
2017-01-06 09:00:00,4,2017,1,6,9,14.844200586292176,1,1
2017-01-06 10:00:00,4,2017,1,6,10,17.712042925445246,1,1
2017-01-06 11:00:00,4,2017,1,6,11,18.47873590330329,1,1
2017-01-06 12:00:00,4,2017,1,6,12,19.078356357823793,1,1
2017-01-06 13:00:00,4,2017,1,6,13,19.631961074984417,1,1
2017-01-06 14:00:00,4,2017,1,6,14,22.301581776279477,1,1
2017-01-06 15:00:00,4,2017,1,6,15,23.0484525903517,1,1
2017-01-06 16:00:00,4,2017,1,6,16,23.618339799193507,1,1
2017-01-06 17:00:00,4,2017,1,6,17,25.340036310874662,1,1
2017-01-06 18:00:00,4,2017,1,6,18,25.86249191351476,1,1
2017-01-06 19:00:00,4,2017,1,6,19,26.073456370949373,1,1
2017-01-06 20:00:00,4,2017,1,6,20,26.010450207487334,1,1
2017-01-06 21:00:00,4,2017,1,6,21,25.863199847935675,1,1
2017-01-06 22:00:00,4,2017,1,6,22,24.00487199301665,1,1
2017-01-06 23:00:00,4,2017,1,6,23,23.22755999884481,1,1
2017-01-07 00:00:00,5,2017,1,7,0,23.156058622331784,1,1
2017-01-07 01:00:00,5,2017,1,7,1,22.793596198819955,1,1
2017-01-07 02:00:00,5,2017,1,7,2,22.17486151493455,1,1
2017-01-07 03:00:00,5,2017,1,7,3,21.417371684548527,1,1
2017-01-07 04:00:00,5,2017,1,7,4,20.70164998499683,1,1
2017-01-07 05:00:00,5,2017,1,7,5,19.774963828010584,1,1
2017-01-07 06:00:00,5,2017,1,7,6,19.25109235652866,1,1
2017-01-07 07:00:00,5,2017,1,7,7,19.03446442372666,1,1
2017-01-07 08:00:00,5,2017,1,7,8,18.81146508113636,1,1
2017-01-07 09:00:00,5,2017,1,7,9,18.40369485468557,1,1
2017-01-07 10:00:00,5,2017,1,7,10,21.338790963826227,1,1
2017-01-07 11:00:00,5,2017,1,7,11,22.436089316254595,1,1
2017-01-07 12:00:00,5,2017,1,7,12,23.70258399528319,1,1
2017-01-07 13:00:00,5,2017,1,7,13,24.877755134012887,1,1
2017-01-07 14:00:00,5,2017,1,7,14,27.785241800737595,1,1
2017-01-07 15:00:00,5,2017,1,7,15,29.22588834731289,1,1
2017-01-07 16:00:00,5,2017,1,7,16,29.867276932667775,1,1
2017-01-07 17:00:00,5,2017,1,7,17,30.982981580040075,1,1
2017-01-07 18:00:00,5,2017,1,7,18,30.97590223583086,1,1
2017-01-07 19:00:00,5,2017,1,7,19,31.068641644971592,1,1
2017-01-07 20:00:00,5,2017,1,7,20,30.541230501385087,1,1
2017-01-07 21:00:00,5,2017,1,7,21,30.204253717026404,1,1
2017-01-07 22:00:00,5,2017,1,7,22,27.34986213187085,1,1
2017-01-07 23:00:00,5,2017,1,7,23,25.938948830974255,1,1
2001-01-08 00:00:00,0,2001,1,8,0,25.528722862700135,2,1
2001-01-08 01:00:00,0,2001,1,8,1,25.045583806685443,2,1
2001-01-08 02:00:00,0,2001,1,8,2,24.20574120785284,2,1
2001-01-08 03:00:00,0,2001,1,8,3,22.589626938610593,2,1
2001-01-08 04:00:00,0,2001,1,8,4,22.72595126289548,2,1
2001-01-08 05:00:00,0,2001,1,8,5,22.480143672993226,2,1
2001-01-08 06:00:00,0,2001,1,8,6,22.167939780071436,2,1
2001-01-08 07:00:00,0,2001,1,8,7,22.163701718176583,2,1
2001-01-08 08:00:00,0,2001,1,8,8,21.763204869111743,2,1
2001-01-08 09:00:00,0,2001,1,8,9,21.02366306845761,2,1
2001-01-08 10:00:00,0,2001,1,8,10,23.54319086495542,2,1
2001-01-08 11:00:00,0,2001,1,8,11,23.490921434918732,2,1
2001-01-08 12:00:00,0,2001,1,8,12,23.96558436714372,2,1
2001-01-08 13:00:00,0,2001,1,8,13,24.004433267846707,2,1
2001-01-08 14:00:00,0,2001,1,8,14,25.007441249631597,2,1
2001-01-08 15:00:00,0,2001,1,8,15,27.086210609063357,2,1
2001-01-08 16:00:00,0,2001,1,8,16,26.94635456653282,2,1
2001-01-08 17:00:00,0,2001,1,8,17,26.71891191150831,2,1
2001-01-08 18:00:00,0,2001,1,8,18,25.929219711764972,2,1
2001-01-08 19:00:00,0,2001,1,8,19,25.22005068802406,2,1
2001-01-08 20:00:00,0,2001,1,8,20,23.23239965933192,2,1
2001-01-08 21:00:00,0,2001,1,8,21,19.55093655999173,2,1
2001-01-08 22:00:00,0,2001,1,8,22,19.942250941617655,2,1
2001-01-08 23:00:00,0,2001,1,8,23,20.15132866176441,2,1
2001-01-09 00:00:00,1,2001,1,9,0,20.346279508928205,2,1
2001-01-09 01:00:00,1,2001,1,9,1,20.573015820303567,2,1
2001-01-09 02:00:00,1,2001,1,9,2,20.15415403636098,2,1
2001-01-09 03:00:00,1,2001,1,9,3,18.778902951476994,2,1
2001-01-09 04:00:00,1,2001,1,9,4,18.612205850278883,2,1
2001-01-09 05:00:00,1,2001,1,9,5,18.4066598483779,2,1
2001-01-09 06:00:00,1,2001,1,9,6,18.31907323588399,2,1
2001-01-09 07:00:00,1,2001,1,9,7,18.33037473427032,2,1
2001-01-09 08:00:00,1,2001,1,9,8,18.391120288096715,2,1
2001-01-09 09:00:00,1,2001,1,9,9,18.384763195254436,2,1
2001-01-09 10:00:00,1,2001,1,9,10,22.82837109202137,2,1
2001-01-09 11:00:00,1,2001,1,9,11,23.401922135126597,2,1
2001-01-09 12:00:00,1,2001,1,9,12,23.520587868182815,2,1
2001-01-09 13:00:00,1,2001,1,9,13,24.009377673390706,2,1
2001-01-09 14:00:00,1,2001,1,9,14,24.700888105903005,2,1
2001-01-09 15:00:00,1,2001,1,9,15,27.095393076502265,2,1
2001-01-09 16:00:00,1,2001,1,9,16,27.012044525903207,2,1
2001-01-09 17:00:00,1,2001,1,9,17,27.465517148653873,2,1
2001-01-09 18:00:00,1,2001,1,9,18,27.539683231814024,2,1
2001-01-09 19:00:00,1,2001,1,9,19,28.39506539092781,2,1
2001-01-09 20:00:00,1,2001,1,9,20,27.878021839754183,2,1
2001-01-09 21:00:00,1,2001,1,9,21,27.019107962394685,2,1
2001-01-09 22:00:00,1,2001,1,9,22,25.69259458930162,2,1
2001-01-09 23:00:00,1,2001,1,9,23,25.383922414625545,2,1
2001-01-10 00:00:00,2,2001,1,10,0,25.207336502339444,2,1
2001-01-10 01:00:00,2,2001,1,10,1,24.45508051600075,2,1
2001-01-10 02:00:00,2,2001,1,10,2,23.650555099625365,2,1
2001-01-10 03:00:00,2,2001,1,10,3,22.309208509900316,2,1
2001-01-10 04:00:00,2,2001,1,10,4,22.117083037333032,2,1
2001-01-10 05:00:00,2,2001,1,10,5,20.68038005497351,2,1
2001-01-10 06:00:00,2,2001,1,10,6,20.738300234203336,2,1
2001-01-10 07:00:00,2,2001,1,10,7,21.00953619547477,2,1
2001-01-10 08:00:00,2,2001,1,10,8,21.2242646648146,2,1
2001-01-10 09:00:00,2,2001,1,10,9,20.82729953399553,2,1
2001-01-10 10:00:00,2,2001,1,10,10,20.40843775005294,2,1
2001-01-10 11:00:00,2,2001,1,10,11,20.501675111739985,2,1
2001-01-10 12:00:00,2,2001,1,10,12,20.716403581079874,2,1
2001-01-10 13:00:00,2,2001,1,10,13,21.107011619056664,2,1
2001-01-10 14:00:00,2,2001,1,10,14,21.960274747223025,2,1
2001-01-10 15:00:00,2,2001,1,10,15,22.967520790902825,2,1
2001-01-10 16:00:00,2,2001,1,10,16,24.41340624070125,2,1
2001-01-10 17:00:00,2,2001,1,10,17,23.757212990646167,2,1
2001-01-10 18:00:00,2,2001,1,10,18,22.138273346807352,2,1
2001-01-10 19:00:00,2,2001,1,10,19,20.712871862834103,2,1
2001-01-10 20:00:00,2,2001,1,10,20,20.406318719105514,2,1
2001-01-10 21:00:00,2,2001,1,10,21,19.990282309759493,2,1
2001-01-10 22:00:00,2,2001,1,10,22,18.708268586562554,2,1
2001-01-10 23:00:00,2,2001,1,10,23,19.318549499423227,2,1
2001-01-11 00:00:00,3,2001,1,11,0,19.562238058378,2,1
2001-01-11 01:00:00,3,2001,1,11,1,19.76425234203333,2,1
2001-01-11 02:00:00,3,2001,1,11,2,18.5274446123816,2,1
2001-01-11 03:00:00,3,2001,1,11,3,16.313763615963296,2,1
2001-01-11 04:00:00,3,2001,1,11,4,16.59983279386671,2,1
2001-01-11 05:00:00,3,2001,1,11,5,16.622435790639372,2,1
2001-01-11 06:00:00,3,2001,1,11,6,16.23677215820652,2,1
2001-01-11 07:00:00,3,2001,1,11,7,16.412651726843478,2,1
2001-01-11 08:00:00,3,2001,1,11,8,16.23324043996081,2,1
2001-01-11 09:00:00,3,2001,1,11,9,16.00226606669065,2,1
2001-01-11 10:00:00,3,2001,1,11,10,18.987274327974543,2,1
2001-01-11 11:00:00,3,2001,1,11,11,18.91169555751611,2,1
2001-01-11 12:00:00,3,2001,1,11,12,18.331081077919464,2,1
2001-01-11 13:00:00,3,2001,1,11,13,18.00545665566392,2,1
2001-01-11 14:00:00,3,2001,1,11,14,18.516849457644412,2,1
2001-01-11 15:00:00,3,2001,1,11,15,20.97563170031583,2,1
2001-01-11 16:00:00,3,2001,1,11,16,20.933251081367132,2,1
2001-01-11 17:00:00,3,2001,1,11,17,21.166344485584773,2,1
2001-01-11 18:00:00,3,2001,1,11,18,21.357057270853772,2,1
2001-01-11 19:00:00,3,2001,1,11,19,21.248280348885544,2,1
2001-01-11 20:00:00,3,2001,1,11,20,21.304081497167942,2,1
2001-01-11 21:00:00,3,2001,1,11,21,20.658483401849992,2,1
2001-01-11 22:00:00,3,2001,1,11,22,18.54863492185592,2,1
2001-01-11 23:00:00,3,2001,1,11,23,17.588007559019616,2,1
2001-01-12 00:00:00,4,2001,1,12,0,17.54138887817612,2,1
2001-01-12 01:00:00,4,2001,1,12,1,17.898092420993976,2,1
2001-01-12 02:00:00,4,2001,1,12,2,17.71726844681308,2,1
2001-01-12 03:00:00,4,2001,1,12,3,15.271200389826276,2,1
2001-01-12 04:00:00,4,2001,1,12,4,14.9900756174668,2,1
2001-01-12 05:00:00,4,2001,1,12,5,14.61359445247291,2,1
2001-01-12 06:00:00,4,2001,1,12,6,14.196145355828603,2,1
2001-01-12 07:00:00,4,2001,1,12,7,13.882528775608534,2,1
2001-01-12 08:00:00,4,2001,1,12,8,13.601404003249058,2,1
2001-01-12 09:00:00,4,2001,1,12,9,13.881822431959392,2,1
2001-01-12 10:00:00,4,2001,1,12,10,17.87195770597566,2,1
2001-01-12 11:00:00,4,2001,1,12,11,18.18486794254659,2,1
2001-01-12 12:00:00,4,2001,1,12,12,19.07697997141588,2,1
2001-01-12 13:00:00,4,2001,1,12,13,19.92247331944162,2,1
2001-01-12 14:00:00,4,2001,1,12,14,21.42698529211907,2,1
2001-01-12 15:00:00,4,2001,1,12,15,24.53701637930152,2,1
2001-01-12 16:00:00,4,2001,1,12,16,24.752451192290497,2,1
2001-01-12 17:00:00,4,2001,1,12,17,25.067480459808905,2,1
2001-01-12 18:00:00,4,2001,1,12,18,25.265256681569326,2,1
2001-01-12 19:00:00,4,2001,1,12,19,25.41712056613534,2,1
2001-01-12 20:00:00,4,2001,1,12,20,25.490580305646347,2,1
2001-01-12 21:00:00,4,2001,1,12,21,24.870410581697627,2,1
2001-01-12 22:00:00,4,2001,1,12,22,21.7533160580237,2,1
2001-01-12 23:00:00,4,2001,1,12,23,20.653538996305997,2,1
2001-01-13 00:00:00,5,2001,1,13,0,20.611158377357356,2,1
2001-01-13 01:00:00,5,2001,1,13,1,20.58078560044413,2,1
2001-01-13 02:00:00,5,2001,1,13,2,20.134376414184946,2,1
2001-01-13 03:00:00,5,2001,1,13,3,17.956718943873,2,1
2001-01-13 04:00:00,5,2001,1,13,4,17.50889707031547,2,1
2001-01-13 05:00:00,5,2001,1,13,5,17.02293263970421,2,1
2001-01-13 06:00:00,5,2001,1,13,6,16.69872090474695,2,1
2001-01-13 07:00:00,5,2001,1,13,7,16.433135692668657,2,1
2001-01-13 08:00:00,5,2001,1,13,8,15.96200447868938,2,1
2001-01-13 09:00:00,5,2001,1,13,9,15.498643044850724,2,1
2001-01-13 10:00:00,5,2001,1,13,10,20.12307491579861,2,1
2001-01-13 11:00:00,5,2001,1,13,11,20.50379414268741,2,1
2001-01-13 12:00:00,5,2001,1,13,12,21.308319559062795,2,1
2001-01-13 13:00:00,5,2001,1,13,13,22.13615431585993,2,1
2001-01-13 14:00:00,5,2001,1,13,14,23.094662647748805,2,1
2001-01-13 15:00:00,5,2001,1,13,15,27.125059509766288,2,1
2001-01-13 16:00:00,5,2001,1,13,16,27.52061195328713,2,1
2001-01-13 17:00:00,5,2001,1,13,17,28.195170138219964,2,1
2001-01-13 18:00:00,5,2001,1,13,18,28.649349104619773,2,1
2001-01-13 19:00:00,5,2001,1,13,19,28.811808143922978,2,1
2001-01-13 20:00:00,5,2001,1,13,20,28.758832370237144,2,1
2001-01-13 21:00:00,5,2001,1,13,21,28.360454552119737,2,1
2001-01-13 22:00:00,5,2001,1,13,22,25.54073070473561,2,1
2001-01-13 23:00:00,5,2001,1,13,23,24.50240554049344,2,1
2001-01-14 00:00:00,6,2001,1,14,0,25.349311575817467,2,1
2001-01-14 01:00:00,6,2001,1,14,1,25.82962525723559,2,1
2001-01-14 02:00:00,6,2001,1,14,2,25.027925215456833,2,1
2001-01-14 03:00:00,6,2001,1,14,3,23.745205148610697,2,1
2001-01-14 04:00:00,6,2001,1,14,4,23.437239317583817,2,1
2001-01-14 05:00:00,6,2001,1,14,5,22.755617696159504,2,1
2001-01-14 06:00:00,6,2001,1,14,6,22.05492479620835,2,1
2001-01-14 07:00:00,6,2001,1,14,7,21.784395178586067,2,1
2001-01-14 08:00:00,6,2001,1,14,8,21.804172800762103,2,1
2001-01-14 09:00:00,6,2001,1,14,9,21.013067913720477,2,1
2001-01-14 10:00:00,6,2001,1,14,10,24.186669929325944,2,1
2001-01-14 11:00:00,6,2001,1,14,11,24.74821313039564,2,1
2001-01-14 12:00:00,6,2001,1,14,12,25.29280408388593,2,1
2001-01-14 13:00:00,6,2001,1,14,13,25.968068612467903,2,1
2001-01-14 14:00:00,6,2001,1,14,14,26.308526251355488,2,1
2001-01-14 15:00:00,6,2001,1,14,15,26.552921153959403,2,1
2001-01-14 16:00:00,6,2001,1,14,16,26.37845427262073,2,1
2001-01-14 17:00:00,6,2001,1,14,17,26.106511967700214,2,1
2001-01-14 18:00:00,6,2001,1,14,18,25.74203864474174,2,1
2001-01-14 19:00:00,6,2001,1,14,19,25.557682952315076,2,1
2001-01-14 20:00:00,6,2001,1,14,20,25.4114698169422,2,1
2001-01-14 21:00:00,6,2001,1,14,21,24.282026321960416,2,1
2001-01-14 22:00:00,6,2001,1,14,22,21.585912613176504,2,1
2001-01-14 23:00:00,6,2001,1,14,23,21.275827751202144,2,1
2013-01-15 00:00:00,1,2013,1,15,0,23.52064484910636,3,1
2013-01-15 01:00:00,1,2013,1,15,1,23.50153061974146,3,1
2013-01-15 02:00:00,1,2013,1,15,2,23.46047042332799,3,1
2013-01-15 03:00:00,1,2013,1,15,3,21.52710151979136,3,1
2013-01-15 04:00:00,1,2013,1,15,4,21.00747765483493,3,1
2013-01-15 05:00:00,1,2013,1,15,5,20.46095228188352,3,1
2013-01-15 06:00:00,1,2013,1,15,6,19.261711372842456,3,1
2013-01-15 07:00:00,1,2013,1,15,7,19.058534194037975,3,1
2013-01-15 08:00:00,1,2013,1,15,8,18.516964362033036,3,1
2013-01-15 09:00:00,1,2013,1,15,9,18.246533413241025,3,1
2013-01-15 10:00:00,1,2013,1,15,10,21.463387421908408,3,1
2013-01-15 11:00:00,1,2013,1,15,11,22.298750038595813,3,1
2013-01-15 12:00:00,1,2013,1,15,12,23.21977272021468,3,1
2013-01-15 13:00:00,1,2013,1,15,13,24.05725914016483,3,1
2013-01-15 14:00:00,1,2013,1,15,14,26.59024849822208,3,1
2013-01-15 15:00:00,1,2013,1,15,15,27.068812166764985,3,1
2013-01-15 16:00:00,1,2013,1,15,16,27.398001672493535,3,1
2013-01-15 17:00:00,1,2013,1,15,17,28.262389600438667,3,1
2013-01-15 18:00:00,1,2013,1,15,18,28.76360717045111,3,1
2013-01-15 19:00:00,1,2013,1,15,19,28.61777267974128,3,1
2013-01-15 20:00:00,1,2013,1,15,20,28.00399353680234,3,1
2013-01-15 21:00:00,1,2013,1,15,21,27.73851812895674,3,1
2013-01-15 22:00:00,1,2013,1,15,22,25.652235390501065,3,1
2013-01-15 23:00:00,1,2013,1,15,23,24.679533496154875,3,1
2013-01-16 00:00:00,2,2013,1,16,0,24.614403529430092,3,1
2013-01-16 01:00:00,2,2013,1,16,1,24.810501364025356,3,1
2013-01-16 02:00:00,2,2013,1,16,2,24.056551205743915,3,1
2013-01-16 03:00:00,2,2013,1,16,3,22.74828839588099,3,1
2013-01-16 04:00:00,2,2013,1,16,4,22.38582597236916,3,1
2013-01-16 05:00:00,2,2013,1,16,5,21.686386764498707,3,1
2013-01-16 06:00:00,2,2013,1,16,6,20.41989208547011,3,1
2013-01-16 07:00:00,2,2013,1,16,7,20.310870184648195,3,1
2013-01-16 08:00:00,2,2013,1,16,8,20.045394776802596,3,1
2013-01-16 09:00:00,2,2013,1,16,9,19.865579433888513,3,1
2013-01-16 10:00:00,2,2013,1,16,10,22.324943612169875,3,1
2013-01-16 11:00:00,2,2013,1,16,11,23.007392393938233,3,1
2013-01-16 12:00:00,2,2013,1,16,12,23.98504982923089,3,1
2013-01-16 13:00:00,2,2013,1,16,13,25.15597336143503,3,1
2013-01-16 14:00:00,2,2013,1,16,14,27.800108423576944,3,1
2013-01-16 15:00:00,2,2013,1,16,15,28.318316419691484,3,1
2013-01-16 16:00:00,2,2013,1,16,16,28.684318515307893,3,1
2013-01-16 17:00:00,2,2013,1,16,17,29.14872349543242,3,1
2013-01-16 18:00:00,2,2013,1,16,18,29.094920479442408,3,1
2013-01-16 19:00:00,2,2013,1,16,19,28.949793923153493,3,1
2013-01-16 20:00:00,2,2013,1,16,20,27.74347366990321,3,1
2013-01-16 21:00:00,2,2013,1,16,21,26.87271433216972,3,1
2013-01-16 22:00:00,2,2013,1,16,22,23.384013505868495,3,1
2013-01-16 23:00:00,2,2013,1,16,23,23.049160524772617,3,1
2013-01-17 00:00:00,3,2013,1,17,0,22.94367829605528,3,1
2013-01-17 01:00:00,3,2013,1,17,1,23.12915711433675,3,1
